amount,hour,day_of_week,merchant_category,device_type,channel,is_international,previous_tx_count,velocity_amount,is_fraud,is_night,transaction_id
1887.816319302911,13,2,restaurant,desktop,online,0,7,499.87167498450617,0,0,TXN_000024
2785.2982653164036,9,3,electronics,pos,offline,0,9,1432.2941201530577,0,0,TXN_000025
1455.4317918083004,12,4,travel,mobile,offline,0,6,72.90793040339898,0,0,TXN_000026
1950.810025788925,18,0,grocery,pos,offline,0,5,3502.9415061399627,0,0,TXN_000027
1143.1986195108632,19,0,restaurant,pos,offline,0,7,387.0508174994263,0,0,TXN_000028
2243.9757160158397,13,4,grocery,mobile,online,0,7,800.0258320213039,0,0,TXN_000029
963.4621302001328,21,5,travel,pos,online,0,2,1816.5648504183998,0,0,TXN_000030
755.5449259617525,14,5,grocery,mobile,online,0,8,1333.072122844125,0,0,TXN_000031
395.9674104857543,14,5,shopping,mobile,online,0,5,1182.7614948604667,0,0,TXN_000032
4093.618157207783,21,1,fuel,pos,offline,0,8,5296.768904220853,0,0,TXN_000033
626.8615923361419,12,3,grocery,mobile,offline,0,4,765.3953743710757,0,0,TXN_000034
1820.3861738341075,19,3,grocery,mobile,online,0,4,2303.6689689389864,0,0,TXN_000035
5362.507349594645,4,1,electronics,desktop,online,0,12,11938.23214431235,1,1,TXN_000036
1040.8454060019542,8,6,fuel,pos,offline,0,5,718.1920242281583,0,0,TXN_000037
3403.0281055414703,9,4,grocery,mobile,offline,0,3,167.66280373865283,0,0,TXN_000038
306.87044125957016,19,5,grocery,mobile,offline,0,4,1303.8858239856465,0,0,TXN_000039
1065.2572244287767,19,5,electronics,desktop,offline,0,5,174.4769744538262,0,0,TXN_000040
344.7175703178029,10,3,restaurant,mobile,online,0,7,1541.8353429630226,0,0,TXN_000041
1661.1971049711653,7,5,grocery,mobile,offline,0,7,718.6347584589902,0,0,TXN_000042
316.3063927419861,11,6,restaurant,mobile,offline,0,6,1193.8887144817654,0,0,TXN_000043
346.0490974352676,15,2,shopping,mobile,online,0,5,3074.41876297802,0,0,TXN_000044
852.6216194656894,19,2,grocery,pos,offline,0,6,1305.938760534468,0,0,TXN_000045
446.13228271319804,7,3,restaurant,desktop,offline,1,7,1643.4332370977565,0,0,TXN_000046
963.8729778344111,10,0,electronics,mobile,offline,0,2,1959.2493683196103,0,0,TXN_000047
160.6651284177776,6,1,fuel,mobile,offline,0,9,1814.2568983803098,0,0,TXN_000048
1295.5440147397326,9,2,fuel,mobile,online,0,3,467.8219711771574,0,0,TXN_000049
760.490275267075,13,6,grocery,pos,online,0,7,2323.4240980795475,0,0,TXN_000050
267.5295143112514,21,2,grocery,mobile,offline,0,6,2133.3437201624574,0,0,TXN_000051
317.23890378259443,18,5,grocery,pos,offline,0,4,315.24464624980016,0,0,TXN_000052
106.37088591986497,17,2,restaurant,pos,online,0,6,2005.6903625470782,0,0,TXN_000053
1317.5360835297163,22,6,grocery,mobile,online,0,6,2232.78749978052,0,1,TXN_000054
4983.530259653428,23,5,shopping,mobile,online,0,9,10213.589819585912,1,1,TXN_000055
1458.5452763737396,9,0,grocery,mobile,offline,1,3,742.5318547113009,0,0,TXN_000056
2305.51903813119,19,3,grocery,mobile,online,0,7,924.4004891348516,0,0,TXN_000057
691.3604340678182,19,5,travel,pos,offline,0,4,1579.3436930408689,0,0,TXN_000058
647.6651403711088,18,3,travel,mobile,offline,0,4,1327.6713759641073,0,0,TXN_000059
1142.0321569548737,10,4,grocery,mobile,online,0,8,1481.851823658928,0,0,TXN_000060
235.54861952753697,21,4,restaurant,mobile,offline,0,4,1049.2052718016287,0,0,TXN_000061
1161.2151438208014,11,0,fuel,mobile,online,1,4,687.4246865248048,0,0,TXN_000062
449.249879520899,13,5,restaurant,mobile,online,1,4,3859.5599325000185,0,0,TXN_000063
1107.5780071070308,8,0,restaurant,desktop,online,0,3,918.7964669984515,0,0,TXN_000064
812.9048425651487,14,4,electronics,desktop,offline,0,3,1325.8083899061314,0,0,TXN_000065
114.5399186446055,20,0,fuel,mobile,offline,0,11,1975.0182175430616,0,0,TXN_000066
882.7571808682957,20,2,shopping,pos,offline,0,5,709.5503073881996,0,0,TXN_000067
1708.6531782636669,17,0,restaurant,desktop,offline,0,6,2156.4431612063568,0,0,TXN_000068
2108.988239368422,13,5,shopping,pos,online,0,13,1544.4347072477744,0,0,TXN_000069
541.3052557098649,16,5,restaurant,mobile,online,0,1,870.8457519978292,0,0,TXN_000070
771.7139267247884,9,1,shopping,mobile,offline,0,12,464.70061596007275,0,0,TXN_000071
1097.7064309837313,13,1,grocery,mobile,online,0,3,3808.0098646099436,0,0,TXN_000072
2144.5988009120138,13,1,restaurant,mobile,online,0,1,1283.935240652932,0,0,TXN_000073
1359.1997363318485,11,5,shopping,pos,online,0,1,2044.529685345125,0,0,TXN_000074
462.553911289178,6,2,grocery,mobile,offline,0,4,1186.2319014446543,0,0,TXN_000075
364.417263477809,10,5,grocery,mobile,online,0,4,137.6108551521786,0,0,TXN_000076
518.5879470924713,20,6,grocery,mobile,offline,0,4,735.1550967969813,0,0,TXN_000077
1844.587758943168,14,2,shopping,desktop,online,0,4,1154.9161976703151,0,0,TXN_000078
1357.295721942454,10,2,grocery,mobile,offline,0,5,1643.2299027552979,0,0,TXN_000079
65.24412751917734,13,0,grocery,desktop,online,0,6,1549.837882227956,0,0,TXN_000080
306.87830274506706,11,2,restaurant,desktop,online,0,6,1868.47379297566,0,0,TXN_000081
437.9645754661459,13,2,restaurant,mobile,online,0,6,1113.8252472168765,0,0,TXN_000082
79.4153326270611,22,3,grocery,pos,online,0,5,1520.989909279009,0,1,TXN_000083
1202.198639851709,15,1,restaurant,pos,offline,0,4,230.79922644017947,0,0,TXN_000084
293.60255291827417,22,4,grocery,mobile,offline,0,9,995.2111888078732,0,1,TXN_000085
596.1535262531413,18,4,grocery,pos,online,0,3,1449.7115299258865,0,0,TXN_000086
763.9222753313014,22,1,grocery,mobile,offline,0,8,602.5593533615828,0,1,TXN_000087
1440.974062822506,21,3,grocery,mobile,online,0,4,2145.4489258628028,0,0,TXN_000088
192.26975880518512,9,0,fuel,pos,online,0,4,1776.6595433756668,0,0,TXN_000089
754.2187676457461,15,1,travel,mobile,offline,0,8,1691.4652219131256,0,0,TXN_000090
1158.9894881351927,7,5,travel,mobile,offline,0,4,2350.6641715497717,0,0,TXN_000091
370.77267768644424,18,6,fuel,desktop,online,0,5,1710.998696487626,0,0,TXN_000092
771.5860289847649,11,0,shopping,mobile,offline,0,8,613.7471815052863,0,0,TXN_000093
674.0942545087278,14,4,grocery,pos,offline,0,3,2082.6359012233283,0,0,TXN_000094
358.6893833320974,18,3,shopping,pos,offline,0,8,2510.000938922506,0,0,TXN_000095
985.6928055948052,17,2,restaurant,mobile,online,0,6,1212.6590019879984,0,0,TXN_000096
56.17501839462256,20,5,electronics,pos,offline,0,7,1255.600924587282,0,0,TXN_000097
583.3116948185534,10,6,fuel,desktop,online,0,3,489.6847056329529,0,0,TXN_000098
746.1528417895375,8,3,grocery,pos,online,0,6,1501.094491765023,0,0,TXN_000099
2004.4295073940161,14,2,fuel,mobile,offline,0,6,1055.9093857055525,0,0,TXN_000100
1198.1276115019687,21,1,restaurant,desktop,offline,0,7,3012.0298608167827,0,0,TXN_000101
500.3629492936277,21,2,travel,mobile,offline,0,10,739.4472850462919,0,0,TXN_000102
776.7837734617847,13,2,restaurant,desktop,offline,0,6,1334.063167698024,0,0,TXN_000103
134.2135875734522,13,3,fuel,mobile,offline,0,2,1316.7434844323425,0,0,TXN_000104
138.66628711358797,16,4,shopping,pos,offline,0,3,1241.9376164162911,0,0,TXN_000105
2512.9646256102014,17,5,grocery,desktop,offline,0,2,596.970190816103,0,0,TXN_000106
235.56423215548656,19,2,fuel,mobile,online,0,4,1694.8344538499712,0,0,TXN_000107
1062.8292031719718,6,1,fuel,desktop,offline,0,7,1697.340472153266,0,0,TXN_000108
643.8800425280936,12,5,grocery,mobile,offline,0,7,2836.1940469911174,0,0,TXN_000109
855.3605453275006,10,6,shopping,mobile,offline,0,6,2423.4265443304325,0,0,TXN_000110
950.1365030802036,21,3,fuel,mobile,online,0,2,2224.8208205522137,0,0,TXN_000111
1533.8401709952002,18,0,restaurant,mobile,online,0,10,976.3993799278688,0,0,TXN_000112
985.8984390170632,22,3,grocery,pos,offline,0,7,461.9449528433231,0,1,TXN_000113
1191.2203129975385,14,0,restaurant,mobile,online,0,9,1741.8297378698212,0,0,TXN_000114
616.5921407605055,19,5,grocery,mobile,online,0,5,1958.8173574152677,0,0,TXN_000115
436.8928554893495,11,5,grocery,pos,offline,0,5,783.8590287658507,0,0,TXN_000116
911.4647449626211,12,0,grocery,pos,online,0,6,134.1018816565491,0,0,TXN_000117
660.1304907218669,9,3,fuel,mobile,offline,0,2,1540.178714501957,0,0,TXN_000118
994.9269690223343,16,0,shopping,desktop,online,0,4,2357.311840047545,0,0,TXN_000119
355.46382593378706,10,1,shopping,mobile,online,0,3,764.9797613462822,0,0,TXN_000120
1343.8177706600175,12,0,grocery,desktop,offline,0,7,1916.3314808796745,0,0,TXN_000121
495.3606620757471,13,1,grocery,mobile,offline,0,3,1009.0044095947367,0,0,TXN_000122
1145.2250606839084,15,5,grocery,mobile,online,0,10,814.2965245528374,0,0,TXN_000123
1054.0093223571287,21,2,travel,mobile,offline,0,6,776.6039870201035,0,0,TXN_000124
349.4988911603715,12,5,fuel,pos,offline,0,6,813.4518936540942,0,0,TXN_000125
1564.3083286047492,8,5,grocery,mobile,offline,0,2,2115.1373055193612,0,0,TXN_000126
543.9994778215197,19,5,restaurant,mobile,offline,0,8,1886.4735617408244,0,0,TXN_000127
524.8708465897043,10,0,travel,pos,online,0,5,2598.8970123164877,0,0,TXN_000128
1138.811066047811,22,1,shopping,desktop,online,0,5,719.4524806169952,0,1,TXN_000129
346.4504609805955,6,6,shopping,pos,offline,1,7,977.2025203520557,0,0,TXN_000130
2088.292029110889,18,1,grocery,pos,online,0,6,1900.429193710003,0,0,TXN_000131
316.37309727371934,9,1,travel,pos,online,0,4,603.5102849700763,0,0,TXN_000132
848.1869049547985,8,3,fuel,mobile,offline,0,2,744.3683961522948,0,0,TXN_000133
981.6681001209676,13,2,travel,pos,online,0,6,620.0656119879214,0,0,TXN_000134
835.3668341259246,20,6,electronics,mobile,online,0,7,1515.1856075664118,0,0,TXN_000135
333.76326200602284,16,2,restaurant,desktop,offline,0,3,1498.0646961121147,0,0,TXN_000136
1331.6446271005775,19,0,restaurant,desktop,offline,0,6,414.3025700487606,0,0,TXN_000137
751.1427554723696,17,1,grocery,mobile,online,0,6,1134.9493254217614,0,0,TXN_000138
644.225646473853,15,4,restaurant,mobile,offline,0,8,819.1921277212123,0,0,TXN_000139
3528.122448100359,15,6,shopping,desktop,offline,0,5,3439.770145246568,0,0,TXN_000140
381.7356636863719,11,5,fuel,mobile,offline,0,11,2185.1125974686965,0,0,TXN_000141
2694.9966393025466,14,4,restaurant,mobile,offline,0,4,340.2334847827645,0,0,TXN_000142
547.774989019729,6,5,shopping,desktop,online,1,6,2516.7635614414903,0,0,TXN_000143
556.2864264792964,13,1,shopping,desktop,offline,0,2,940.2064385329368,0,0,TXN_000144
862.1072486564568,6,3,shopping,pos,offline,0,6,1782.8355731867177,0,0,TXN_000145
970.4132188420582,17,2,grocery,pos,online,0,2,2242.980831998108,0,0,TXN_000146
763.8147540264578,9,2,grocery,mobile,online,0,3,1686.5315497533186,0,0,TXN_000147
1273.4915418923174,10,2,shopping,mobile,online,0,4,968.4786502000267,0,0,TXN_000148
1807.4275771126295,11,4,electronics,mobile,offline,0,2,1250.8393732536563,0,0,TXN_000149
1513.7565315240852,19,3,shopping,pos,offline,0,5,1448.3570952093378,0,0,TXN_000150
1296.994845351768,18,1,restaurant,mobile,offline,0,6,6326.4870305540235,0,0,TXN_000151
1790.8652862585939,14,6,grocery,desktop,online,0,8,1430.244408227645,0,0,TXN_000152
1981.5662564450174,16,6,travel,pos,offline,0,8,515.984738220716,0,0,TXN_000153
1279.3051856887191,20,4,grocery,mobile,online,0,6,460.44865693573485,0,0,TXN_000154
816.7435800132,12,5,travel,mobile,offline,0,5,1630.7725280319396,0,0,TXN_000155
841.3254424715799,12,6,fuel,mobile,offline,0,4,3473.7032286188805,0,0,TXN_000156
1232.1111639993107,12,5,restaurant,pos,offline,0,2,1146.0639138580132,0,0,TXN_000157
271.43838911235696,17,6,fuel,mobile,online,0,4,1018.0410094752892,0,0,TXN_000158
3050.109084322672,10,2,grocery,mobile,online,0,2,739.528394545263,0,0,TXN_000159
344.48676273858496,17,3,shopping,desktop,offline,0,6,574.9814897040723,0,0,TXN_000160
186.7036325986178,6,6,shopping,pos,online,0,7,1129.1338079252678,0,0,TXN_000161
582.4917709290199,7,6,grocery,desktop,offline,1,4,4060.168752588406,0,0,TXN_000162
278.16954968379224,14,0,travel,mobile,online,0,4,2158.3997389037695,0,0,TXN_000163
790.1080970390409,6,0,grocery,pos,offline,0,3,1860.5785276641113,0,0,TXN_000164
412.9087339806541,21,4,restaurant,pos,offline,0,7,1240.7711302352566,0,0,TXN_000165
1792.19992028549,18,5,travel,mobile,online,0,2,2398.5436141563687,0,0,TXN_000166
1602.289912467571,13,6,shopping,mobile,offline,0,6,922.164403397187,0,0,TXN_000167
1059.470600727319,22,1,grocery,mobile,online,0,2,1976.4163717428594,0,1,TXN_000168
1398.0896224268333,22,3,shopping,pos,offline,0,8,1784.506566272357,0,1,TXN_000169
2266.770522491589,16,0,fuel,mobile,online,0,7,338.68923216597796,0,0,TXN_000170
1793.5187912577774,11,5,grocery,mobile,online,0,7,3346.3125014204534,0,0,TXN_000171
787.3667834538137,6,2,shopping,desktop,offline,0,5,1647.654521911146,0,0,TXN_000172
783.3861925986419,12,5,electronics,desktop,offline,0,5,1407.1068030630586,0,0,TXN_000173
860.3085551241451,11,5,fuel,pos,offline,0,7,3339.805200438631,0,0,TXN_000174
217.32009749824158,12,1,grocery,mobile,online,0,9,2846.0620727843343,0,0,TXN_000175
3913.566224174095,16,2,grocery,pos,online,0,5,722.4620657453611,0,0,TXN_000176
815.8057745538123,6,2,grocery,pos,online,0,3,1168.3835969118102,0,0,TXN_000177
616.1343547676994,22,3,restaurant,mobile,offline,0,6,3523.963552674186,0,1,TXN_000178
620.61328788986,9,5,shopping,desktop,online,0,5,152.72463032467917,0,0,TXN_000179
2905.9657278983545,16,1,fuel,mobile,online,0,8,2428.4216438586077,0,0,TXN_000180
935.2912407643618,8,0,fuel,mobile,online,0,3,1655.886082292757,0,0,TXN_000181
1012.2983404732469,12,3,restaurant,pos,online,1,7,4058.5005880857702,0,0,TXN_000182
513.5104986947807,6,5,fuel,pos,offline,0,5,5594.66158224514,0,0,TXN_000183
800.5158994100967,22,1,restaurant,mobile,offline,0,5,2107.49492131215,0,1,TXN_000184
417.53255688365107,17,4,grocery,desktop,online,0,8,219.35172815490424,0,0,TXN_000185
12209.647458375706,1,2,travel,mobile,offline,0,9,10498.689357650883,1,1,TXN_000186
796.6073853958942,20,1,restaurant,desktop,offline,0,7,1643.5477529286634,0,0,TXN_000187
183.7047371634933,16,2,restaurant,pos,online,1,4,1420.1128944538038,0,0,TXN_000188
2058.2987620529907,8,1,shopping,pos,offline,0,6,3859.0655099596056,0,0,TXN_000189
826.2002989386742,20,0,grocery,pos,offline,0,4,720.6543616650268,0,0,TXN_000190
575.2442157999482,9,2,restaurant,pos,offline,0,2,673.675077375899,0,0,TXN_000191
1561.7502799212355,12,0,grocery,mobile,offline,0,4,1314.796315124369,0,0,TXN_000192
1026.2564324176092,9,2,grocery,mobile,offline,0,3,2208.5694311143416,0,0,TXN_000193
733.5538529836464,22,5,grocery,desktop,offline,0,5,2060.655821350505,0,1,TXN_000194
806.8150140349852,11,1,electronics,desktop,online,0,3,3186.9176699302484,0,0,TXN_000195
1609.521395997998,7,4,shopping,mobile,offline,0,3,162.52918438991222,0,0,TXN_000196
2535.1854220469077,16,3,fuel,pos,offline,0,9,770.637863912338,0,0,TXN_000197
1133.189875660506,7,6,grocery,desktop,offline,0,1,1727.9568269679633,0,0,TXN_000198
1726.4105374545873,7,6,travel,mobile,offline,0,5,2321.4792578533866,0,0,TXN_000199
401.93641231547383,10,0,fuel,mobile,offline,0,6,448.52383516516915,0,0,TXN_000200
1862.7236151868874,19,6,grocery,desktop,offline,0,4,1766.070436918282,0,0,TXN_000201
1094.0134443896516,15,6,electronics,desktop,offline,0,4,2101.8936278813667,0,0,TXN_000202
215.0085181168381,7,2,travel,mobile,online,0,2,1904.0219479184864,0,0,TXN_000203
732.292866879322,6,5,restaurant,desktop,online,0,7,2285.6044073585595,0,0,TXN_000204
750.8234309583612,11,5,grocery,desktop,online,0,6,1115.2021273908945,0,0,TXN_000205
1392.3676422918793,6,2,restaurant,mobile,offline,0,2,2295.115771909472,0,0,TXN_000206
480.9166082776553,20,4,shopping,mobile,online,0,2,771.2876010333414,0,0,TXN_000207
572.5033860712638,7,5,grocery,desktop,online,0,8,2099.216446652232,0,0,TXN_000208
403.7780604650367,19,2,grocery,mobile,offline,0,8,524.9979625012782,0,0,TXN_000209
354.8505938927894,13,5,shopping,pos,offline,0,6,1284.1304410905298,0,0,TXN_000210
9504.973372994984,0,2,shopping,desktop,online,0,10,14136.988916105509,1,1,TXN_000211
1801.9918050887115,19,0,fuel,desktop,offline,0,3,883.4627350805994,0,0,TXN_000212
1710.4882704710799,6,2,travel,pos,online,0,9,2499.2838476362435,0,0,TXN_000213
1098.6897739187787,17,3,shopping,pos,offline,0,8,436.6975106940029,0,0,TXN_000214
741.0513073174612,20,4,restaurant,desktop,online,0,6,1079.3904638248414,0,0,TXN_000215
1212.8760548057417,6,0,shopping,pos,online,0,5,634.2240242621376,0,0,TXN_000216
1576.4095966925893,12,3,grocery,mobile,online,0,7,717.5111785668382,0,0,TXN_000217
243.75281104703163,16,1,travel,desktop,offline,0,4,1509.538929348876,0,0,TXN_000218
931.0098711239125,7,5,restaurant,mobile,online,0,7,413.7182547677121,0,0,TXN_000219
1125.4458282966589,12,3,grocery,pos,online,0,3,1347.2429006059758,0,0,TXN_000220
275.11518530190597,6,0,grocery,desktop,offline,0,8,1514.6817883348251,0,0,TXN_000221
711.2570709092981,7,3,restaurant,desktop,offline,0,8,2319.44218322588,0,0,TXN_000222
1627.3753821209518,8,1,shopping,pos,offline,0,4,4485.119316580731,0,0,TXN_000223
536.0361909885812,20,1,grocery,pos,offline,0,3,698.5664130155155,0,0,TXN_000224
453.09734071976857,8,0,grocery,desktop,offline,0,3,2442.4351855098093,0,0,TXN_000225
540.8466324549576,18,4,shopping,desktop,online,0,6,1845.3176934791518,0,0,TXN_000226
24.906347772041887,15,2,fuel,desktop,online,0,2,467.3042578843111,0,0,TXN_000227
368.55196845389617,8,4,grocery,desktop,offline,0,2,1533.3508500523737,0,0,TXN_000228
1009.2511411177047,15,3,grocery,mobile,online,0,4,677.8797134955121,0,0,TXN_000229
687.0095854608265,6,4,restaurant,desktop,offline,0,3,961.098209418155,0,0,TXN_000230
487.28736291687363,21,1,travel,desktop,online,0,2,1715.5210296631594,0,0,TXN_000231
601.3892300373361,6,3,shopping,desktop,offline,0,6,1158.0631875407046,0,0,TXN_000232
4249.7621367205,23,2,shopping,mobile,online,0,15,15217.410781786637,1,1,TXN_000233
1544.925393927684,22,5,shopping,pos,online,0,5,770.8853470646483,0,1,TXN_000234
1140.5389572556267,16,5,restaurant,pos,offline,0,7,2453.2772135533487,0,0,TXN_000235
1334.2405641040264,14,4,grocery,pos,offline,0,3,946.4546054009335,0,0,TXN_000236
469.70923149746795,17,2,grocery,pos,offline,0,4,987.5022503891112,0,0,TXN_000237
544.668124898206,9,3,fuel,desktop,offline,0,7,319.4681044633501,0,0,TXN_000238
997.4861484609945,17,3,fuel,mobile,offline,0,4,657.3515801558792,0,0,TXN_000239
552.5638553783442,8,2,grocery,mobile,offline,0,0,1674.8848805721075,0,0,TXN_000240
908.3094258125379,16,6,travel,mobile,online,0,4,506.701386212346,0,0,TXN_000241
2649.682714661181,17,2,grocery,pos,online,0,3,627.7727285422685,0,0,TXN_000242
261.1056285724934,6,1,shopping,mobile,online,0,4,491.4889138264927,0,0,TXN_000243
1454.713153641665,7,3,fuel,mobile,offline,0,9,1015.9656810852002,0,0,TXN_000244
788.2844374946352,13,3,restaurant,desktop,online,0,5,1095.1046029546014,0,0,TXN_000245
1162.653862998966,6,3,grocery,mobile,offline,0,4,639.9810118532873,0,0,TXN_000246
1413.190537829495,14,2,shopping,desktop,offline,0,7,2816.871721375905,0,0,TXN_000247
786.9174864713711,10,3,restaurant,mobile,online,0,3,1388.1510748948074,0,0,TXN_000248
832.8759893969842,22,4,shopping,mobile,online,0,6,1413.8531631849298,0,1,TXN_000249
445.87046715698517,9,1,travel,mobile,offline,0,4,1031.143632168957,0,0,TXN_000250
1898.1085587418095,21,3,shopping,pos,offline,0,3,1657.5424152153296,0,0,TXN_000251
526.7894245255458,22,2,travel,desktop,online,0,3,219.6935801434733,0,1,TXN_000252
1723.33480909695,9,0,fuel,pos,offline,0,5,3405.7258103873314,0,0,TXN_000253
1118.4796132481788,10,6,restaurant,mobile,offline,0,4,912.6197641391423,0,0,TXN_000254
714.8813927391803,7,1,fuel,mobile,offline,0,6,2136.030240539143,0,0,TXN_000255
3019.2734588345766,13,0,travel,mobile,online,0,5,3618.178670139674,0,0,TXN_000256
2235.6742427541726,16,3,grocery,mobile,online,0,1,1214.853091608285,0,0,TXN_000257
123.3730022474115,21,1,restaurant,mobile,offline,0,10,299.70755333459135,0,0,TXN_000258
1199.8158846174417,17,5,fuel,desktop,online,0,9,164.9523306061401,0,0,TXN_000259
1184.5786018672188,6,0,fuel,desktop,offline,0,4,3576.3051445583046,0,0,TXN_000260
388.2082903867017,16,1,restaurant,pos,offline,0,8,1786.0905875867302,0,0,TXN_000261
1326.3623253279097,16,3,grocery,desktop,offline,0,6,452.24786121776174,0,0,TXN_000262
573.9526892586728,13,0,fuel,pos,online,0,1,1632.846879842482,0,0,TXN_000263
786.3443466745738,8,3,electronics,pos,online,0,3,1319.726311870149,0,0,TXN_000264
3667.199202322534,20,5,restaurant,pos,offline,0,4,866.6751007063924,0,0,TXN_000265
1682.6884440368892,14,1,restaurant,pos,online,0,4,691.0681951801298,0,0,TXN_000266
1003.3537699986972,19,6,grocery,mobile,online,0,5,1216.388469036022,0,0,TXN_000267
866.1671408258161,7,1,grocery,mobile,offline,0,5,408.013327470909,0,0,TXN_000268
1022.4269772173611,11,4,grocery,pos,offline,0,4,758.0974571499426,0,0,TXN_000269
299.3682689395625,15,1,travel,desktop,offline,0,6,2260.6679329966746,0,0,TXN_000270
431.58997729325466,14,1,shopping,mobile,online,0,5,1992.5700445455284,0,0,TXN_000271
2517.081953018583,18,0,grocery,mobile,online,0,3,937.4614036202644,0,0,TXN_000272
2956.056929191914,17,0,grocery,mobile,offline,0,2,383.465657738564,0,0,TXN_000273
1073.0058124761915,15,0,restaurant,desktop,offline,0,6,812.2815423238432,0,0,TXN_000274
139.70791120054704,6,2,shopping,mobile,online,0,5,2000.937205906758,0,0,TXN_000275
894.8157514963856,16,5,restaurant,desktop,offline,1,5,285.94653011639133,0,0,TXN_000276
6209.278253900156,8,5,restaurant,mobile,offline,0,3,3617.5352847333093,0,0,TXN_000277
1549.015055072767,14,5,fuel,mobile,offline,0,3,2259.828120732647,0,0,TXN_000278
562.8161778870119,15,4,grocery,desktop,online,0,7,521.8601776575231,0,0,TXN_000279
1904.8803024555957,6,0,shopping,pos,offline,0,7,3368.315735000293,0,0,TXN_000280
693.1332964630128,13,3,shopping,pos,online,0,7,2326.817450336422,0,0,TXN_000281
254.26701911354482,16,0,shopping,mobile,online,1,2,923.6274846181436,0,0,TXN_000282
658.834880804098,12,4,grocery,mobile,offline,0,3,1165.4871541608788,0,0,TXN_000283
955.7507643423462,15,1,shopping,pos,online,0,3,765.3581476845399,0,0,TXN_000284
688.0060805862818,20,6,restaurant,desktop,online,0,9,289.63550358955746,0,0,TXN_000285
1075.1405856840931,12,2,grocery,mobile,offline,0,0,1305.2455049564119,0,0,TXN_000286
771.2535995603339,9,5,travel,desktop,offline,0,7,3832.4392682746757,0,0,TXN_000287
433.16059456137975,18,2,restaurant,pos,offline,0,2,898.8649024532924,0,0,TXN_000288
387.1492292158508,20,3,travel,pos,online,0,4,3430.128496138962,0,0,TXN_000289
1392.8697464275544,20,0,restaurant,desktop,offline,0,5,1471.2536638011845,0,0,TXN_000290
3464.685484917771,22,3,shopping,mobile,offline,0,6,620.1216925276901,0,1,TXN_000291
221.44295804164832,8,4,fuel,desktop,online,0,6,1501.401534296041,0,0,TXN_000292
1332.169790991886,16,6,grocery,mobile,offline,0,6,194.78239878948276,0,0,TXN_000293
101.16796640994514,16,2,travel,mobile,offline,0,7,482.0031075527704,0,0,TXN_000294
175.9675104856,6,2,grocery,desktop,online,0,3,1735.7317986366922,0,0,TXN_000295
707.6384495379477,14,0,grocery,mobile,offline,0,2,1136.330227091193,0,0,TXN_000296
2029.067095245482,13,4,grocery,pos,offline,0,2,1275.472121772654,0,0,TXN_000297
548.4360493963209,21,3,travel,mobile,offline,0,4,2442.6744285146533,0,0,TXN_000298
928.7926530839052,18,4,restaurant,desktop,offline,0,6,1571.2686944230609,0,0,TXN_000299
501.425654898517,8,3,travel,desktop,online,0,6,3755.5350930139653,0,0,TXN_000300
215.12069228786916,18,5,restaurant,pos,offline,0,2,4465.386530232617,0,0,TXN_000301
